Project ID,Project Name,Implementing Agency,Program,Project Description,Total Cost,SB 1 Funds,Fiscal Year,Is SB 1?,Project Status,Assembly Districts,Senate Districts,Counties,Cities,Caltrans Districts,Is on SHS?,Date Updated
'0400020976,Napa Vine Trail Phase 2 - Gap Closure,Napa Valley Transportation Authority,Active Transportation Program,"In the City and County of Napa and the Town of Yountville- a Class I path from California Dr. in Yountville to Haven Way in the City of Napa.  The  path will be 10ft. wide with shoulders, construct 3 bridges over drainage channels, install 2 traffic signals and other traffic safety improvements, ADA improvements, re-plant with native species, linking 2 existing park-n-rides adjacent to SR 29.",7600000,0,14/15,N,Completed,4,3,Napa,Napa,4,N,9/13/2021
'04-2327A,NVTA-Vine Transit Bus Maintenance Facility,Napa Valley Transportation Authority,Local Partnership Program - Formulaic,"In the city of Napa, on Sheehy Court. Construct a bus maintenance facility. When completed, the new bus maintenance facility will include six bays, bus parking for up to 93 public transit vehicles of various sizes, solar panels and electric bus charging stations to create net-zero energy consumption, a modern bus wash, parking for employees and visitors, and a driver training and emergency operations space. Back-up power capability will maintain essential services for 72 hours using a 141kW photovoltaic power generation system.",39183000,1100000,20/21,Y,Planned,4,3,Napa,,4,N,6/2/2021
'2018-6510-001,Vine Transit Bus Maintenance Facility,Napa Valley Transportation Authority,State of Good Repair,"The new facility will have a 20,000-square-foot bus maintenance building, standalone administrative offices, a bus wash, secured parking lot large enough to accommodate 100 public transit vehicles, photo-voltaic panels on top of canopies, and bus charging stations for its planned all-electric, fixed-route bus fleet, include regional meeting facilities, and have an emergency operations center.  The property will provide sufficient space for existing operations and projected growth for at least the next 50+ years.",17792,17792,17/18,Y,Planned,4,3,Napa,Napa,4,N,9/9/2021
'1116000122,Sweetwater River Bikeway Connections and 30th Street Bicycle Facility Improvements,National City,Active Transportation Program,"Nearly one mile of Class II and Class III bicycle facilities. The project will include bicycle detector loops, bicycle boxes, and decreased land widths for vehicles.",1154000,0,15/16,N,In Progress,79,40,San Diego,National City,11,N,9/13/2021
'1116000034,El Toyon Las Palmas Bicycle Corridor,National City,Active Transportation Program,"The project will implement the first low stress, bicycle boulevard in National City and a large portion of the regional Mission Valley - Chula Vista Bikeway. Improvements include sharrow markings and signage along the corridor, enhanced intersection crossings with curb extensions, high visibility crosswalks, and pedestrian actuated LED signals.",1865000,0,14/15,N,Planned,79,40,San Diego,National City,11,N,9/13/2021
'1118000066,Euclid Avenue Bicycle and Pedestrian Enhancements,National City,Active Transportation Program,"The project will construct nearly two miles of traffic calming, road diet, bicycle, and pedestrian enhancements of Euclid Avenue in National City.",3960000,3335000,16/17,Y,In Progress,79,40,San Diego,National City,11,N,9/13/2021
'1120000089,Central Community Mobility Enhancements,National City,Active Transportation Program,"Implement a north-south bicycle boulevard, close a sidewalk gap, and provide pedestrian enhancements in National City along M, N, and L Avenues, between 4th and 30th Street.",1483000,1286000,18/19,Y,Planned,79,40,San Diego,National City,11,N,9/13/2021
'ATP4-11-036S,National City Bike Wayfinding,National City,Active Transportation Program,The project will install more than 100 bicycle wayfinding signs at decision points throughout the City's recently constructed bicycle network.,942000,110000,18/19,Y,Planned,79,40,San Diego,National City,11,N,9/13/2021
'ATP4-11-087M,"8th Street and Roosevelt Avenue Active Transportation Corridor, National City",National City,Active Transportation Program,"Constructs .4 miles of a one-way 7' cycle track (.8 miles counting both sides), .75 miles of a 14' wide multi-use path and various intersection adjustments for safety improvements.",6991000,0,18/19,N,Planned,80,40,San Diego,National City,11,N,9/13/2021
'1115000090,National City 18th Street Bicycle and Pedestrian Enhancements,National City,Active Transportation Program,"The project will provide about 0.75 miles of Class III bike facilities from Palm Ave and Grangr Ave.  Additionally, the project includes the installation of curb extensions at the intersections of 18th street and B ave and 18th street and F ave, and the constrcution of a roundabout at Lanoitan Ave.",1225000,0,14/15,N,Completed,79,40,San Diego,National City,11,N,9/13/2021
'ATP3-11-065M,El Toyon - Las Palmas Regional Bicycle Boulevard,National City,Active Transportation Program,"The project will implement the first low stress, bicycle boulevard in National City and a large portion of the regional Mission Valley - Chula Vista Bikeway. Improvements include sharrow markings and signage along the corridor, enhanced intersection crossings with curb extensions, high visibility crosswalks, and pedestrian actuated LED signals.",1919000,0,16/17,N,In Progress,79,40,San Diego,National City,11,N,9/13/2021
'1115000089,National City Safe Routes to School Pedestrian Enhancements,National City,Active Transportation Program,"The project will remove pedestrian barriers by implementing a series of pedestrian improvements within a two-mile radius of National City Schools. Improvements include high visibility crosswalks, ADA ramps with truncated domes, curb extensions, Pedestrian Actuated LED Signs, sidewalk, and utility pole relocations.",2028000,0,16/17,N,In Progress,79,40,San Diego,National City,11,N,9/13/2021
'ATP4-11-011S,Bayshore Bikeway - Segment 5,National City,Active Transportation Program,Construct Class 1 and Class 4 protected bicycle facilities with enhanced intersection treatments for people walking and biking.,6391000,0,18/19,N,Planned,80,40,San Diego,National City,11,N,9/13/2021
'ATP5-11-024S,Highland Avenue Inter-City Bike Connection,National City,Active Transportation Program,"Construct Class IV and II bicycle facilities, traffic calming, pavement markings, signing, signal modifications, and ADA curb ramps.",1897000,1343000,20/21,Y,Planned,80,40,San Diego,National City,11,N,9/13/2021
'LSR-2432,FY 2018 SRTS Pedestrian and Bicycle Enhancements - Lincoln Acres Elementary School Raised Crosswalk,National City,Local Streets and Roads,"Construct a raised crosswalk with pedestrian actuated flashing crosswalk signs, high intensity striping, and new pedestrian curb ramps for ADA compliance on Lanoitan Avenue in front of Lincoln Acres Elementary School",56890,56890,17/18,Y,Completed,"79, 80",40,San Diego,National City,11,N,6/30/2021
'LSR-2455,"FY 2018 Safe Routes to School (SRTS) Pedestrian and Bicycle Enhancements - Harbison Avenue Traffic Calming, Division Street to E. 4th Street",National City,Local Streets and Roads,"Bicycle Lane Rehab/Repair (Existing), Pavement Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Construct traffic calming measures and bike sharrows on Harbison Avenue between Division Street and E. 4th Street",362716,333005,19/20,Y,Completed,"79, 80",40,San Diego,National City,11,N,6/30/2021
'LSR-3763,Euclid Avenue Street Resurfacing,National City,Local Streets and Roads,"Sidewalk and/or Crosswalk Installation (New), Pavement Rehab/Repair (Existing), Traffic Signals, Lights, and/or Signage Installation (New Safety), Paving and/or Striping Installation (New Safety), Provide pavement rehabilitation, grind and overlay on Euclid Avenue between Cervantes Avenue and E. 24th Street",4150000,27245,19/20,Y,InProgress,"79, 80",40,San Diego,National City,11,N,6/30/2021
'LSR-3764,Palm Avenue Street Resurfacing,National City,Local Streets and Roads,"ADA Curb Ramp Rehab/Repair (Existing), Pavement Rehab/Repair (Existing), ADA Curb Ramp Installation (New), Sidewalk and/or Crosswalk Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Provide pavement rehabilitation, grind and overlay on Palm Avenue between Division Street and E. 18th Street",1050000,300822,19/20,Y,InProgress,"79, 80",40,San Diego,National City,11,N,6/30/2021
'LSR-7238,E. 16th Street Resurfacing,National City,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Pavement Rehab/Repair (Existing)",180276,180276,19/20,Y,Completed,"79, 80",40,San Diego,National City,11,N,6/30/2021
'LSR-7310,Traffic Signal Improvements,National City,Local Streets and Roads,"Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety)",39772,39772,19/20,Y,Completed,"79, 80",40,San Diego,National City,11,N,6/30/2021
'0320000254,Commercial Street Phase II,Nevada City,Local Partnership Program - Formulaic,"In the City of Nevada, Commercial Street Phase II (Project) consists of roadway rehabilitation of Commercial Street within the project limits. Sidewalk will be widened and enhanced at intersections to provide safe, convenient and efficient pedestrian access within the Downtown Historic District. Pavement improvements include replacement of deteriorated pavement and improvements to cross-slope for drainage. Project location is on Commercial Street from the intersection of Commercial Street/Union Street (easterly limit) to approx. 50 west of the intersection of Commercial Street/Pine Street (westerly limit) in the downtown of the City of Nevada City.",400000,200000,20/21,Y,In Progress,1,1,Nevada,Nevada City,3,N,5/21/2021
'LSR-2549,Commercial Street,Nevada City,Local Streets and Roads,"Sidewalk will be widened and enhanced at intersections to provide safe, convenient and efficient pedestrian access within the Downtown Historic District.   Pavement improvements include replacement of deteriorated pavement and improvements to cross-slope for drainage.   This project will help reduce traffic congestion and improve pedestrian safety which reduces vehicle emissions helping the State achieve its air quality and greenhouse gas emissions reductions goals.",369884,74958,19/20,Y,InProgress,1,1,Nevada,Nevada City,3,N,6/30/2021
'LSR-126,SB 1 - Road Maintenance and Rehabilitation Program - Construction,Nevada County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), This FY 17/18 project is part of a 5-year road maintenance and rehabilitation plan to resurface or repave roads throughout Nevada County. Roads are selected and prioritized based on the County's Pavement Management System  to ensure revenues are being used on the most high-priority and cost-effective projects that also meet the communities priorities for transportation investment. The plan includes various potential pavement preservation and replacement techniques.",617567,1135265,18/19,Y,Completed,1,1,Nevada,,3,N,6/30/2021
'LSR-208,SB 1 - Road Maintenance and Rehabilitation Program - Preconstruction,Nevada County,Local Streets and Roads,This FY 17/18 project is part of a 5-year road maintenance and rehabilitation plan to resurface or repave roads throughout Nevada County. Roads are selected and prioritized based on the County's Pavement Management System  to ensure revenues are being used on the most high-priority and cost-effective projects that also meet the communities priorities for transportation investment. The plan includes various potential pavement preservation and replacement techniques.,379907,397907,17/18,Y,Completed,1,1,Nevada,,3,N,6/30/2021
'LSR-209,Rough and Ready Highway at Squirrel Creek Culvert Project - Preconstruction,Nevada County,Local Streets and Roads,"Preliminary Design, The project proposes to repair or replace a damaged 14-foot diameter culvert on Rough and Ready Highway at Squirrel Creek, located near the intersection of Rex Reservoir Road and just south of Rough and Ready.    The existing corrugated metal pipe culvert has been compromised in recent years, as water from Squirrel Creek has undermined soil below the large culvert. In addition, portions of the pipe's bottom has eroded away, creating additional concerns with water infiltration into the soil supporting the culvert and roadway above. As a result the culvert has begun to deform, causing portions of Rough and Ready Highway above the culvert to drop in elevation. The project will design and construction improvements at this location.",200000,180272,18/19,Y,Completed,1,1,Nevada,,3,N,6/30/2021
'LSR-5846,Combie Road Corridor Improvement Project,Nevada County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), ADA Curb Ramp Rehab/Repair (Existing), Paving and/or Striping Installation (New Safety), Sidewalk and/or Crosswalk Installation (New), Traffic Signals, Lights, and/or Signage Installation (New Safety), Sidewalk and/or Crosswalk Rehab/Repair (Existing), Storm Drain and/or Culvert Rehab/Repair (Existing), Pavement Improvement (New), Paving and/or Striping Rehab/Repair (Existing Safety), Bicycle Lane (New), Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety), ADA Curb Ramp Installation (New)",4085406,536696,19/20,Y,Completed,1,1,Nevada,,3,N,6/30/2021
'LSR-3515,2018/19 Road Maintenance and Rehabilitation Program (SB 1 RMRA),Nevada County,Local Streets and Roads,This 2018/19 road maintenance and rehabilitation plan will resurface or repave roads throughout Nevada County. Roads are selected and prioritized based on the County's Pavement Management System  to ensure revenues are being used on the most high-priority,200000,108145,17/18,Y,Planned,1,1,Nevada,,3,N,6/23/2020
'LSR-3593,2018/19 Brushing and Shoulder Work,Nevada County,Local Streets and Roads,"Landscape Safety Rehab/Repair (Existing), Brushing and shoulder work in order to maintain roadways and in preparation for upcoming pavement rehabilitation projects.",935499,935499,18/19,Y,Completed,1,1,Nevada,,3,N,6/30/2021
'LSR-5844,Road Maintenance and Rehabilitation Program - 2019/2020 Overlay and Pavement Rehabilitation,Nevada County,Local Streets and Roads,"Cost Estimating, Pavement Rehab/Repair (Existing), Document Preparation, Project Scope Development, Environmental Study/Documents, Preliminary Design",954221,802258,19/20,Y,InProgress,1,1,Nevada,,3,N,6/30/2021
'LSR-5845,Road Maintenance and Rehabilitation Program - 2019/2020 Brushing and Shoulder Work Project,Nevada County,Local Streets and Roads,"Landscape Safety Rehab/Repair (Existing), Brushing and Shoulder Work in order to maintain roadways and in preparation of the 2019/2020 Overlay and Pavement Rehabilitation Project.",1759892,1759892,19/20,Y,Completed,1,1,Nevada,,3,N,6/30/2021
'STA-20210301-0030,Nevada County Local Transportation Commission Fiscal Year 20/21 State Transit Assistance,Nevada County Local Transportation Commission,State Transit Assistance,Nevada County Local Transportation Commission Fiscal Year 20/21 State Transit Assistance,535269,240871,20/21,Y,In Progress,1,1,Nevada,,3,N,12/2/2021
